Top250	37	LongHorn Steakhouse	NA	1867	6.3%	530	1.9%	NA	Casual Dining & Steak
Top250	62	Ruby Tuesday	NA	731	-11.4%	451	-8.1%	NA	Casual Dining & Varied Menu
Top250	170	Penn Station East Coast Subs	NA	201	0.8%	306	-1.3%	NA	Sandwich
Top250	23	Chili's Grill & Bar	NA	3563	2.2%	1242	-0.7%	NA	Casual Dining & Varied Menu
Top250	233	Nobu	NA	139	9.4%	17	13.3%	NA	Asian
Top250	103	O'Charley's	NA	426	-7.6%	196	-5.3%	Nashville, TN	Varied Menu
Top250	76	White Castle	NA	579	2.4%	371	-0.5%	NA	Quick Service & Burger
Top250	232	Great American Cookies	NA	142	2.7%	368	2.2%	NA	Snack
Top250	131	Taco Cabana	NA	311	-4.4%	172	1.2%	Addison, TX	Mexican
Top250	243	Costa Vida Fresh Mexican Grill	NA	129	5.2%	93	2.2%	NA	Mexican
Top250	142	Pappadeaux Seafood Kitchen	NA	269	3.1%	40	0.0%	Houston, TX	Seafood
Top250	126	Famous Dave's	NA	329	-8.0%	128	-11.1%	Minnetonka, MN	BBQ
Top250	102	Chuy's	NA	426	7.1%	100	0.0%	Austin, TX	Mexican
Future50	20	Maple Street Biscuit Co.	Orange Park, Fla.	39	28.9%	33	10.0%	1260	Yes
Future50	16	Rapid Fired Pizza	Kettering, Ohio	24	32.2%	35	29.6%	780	Yes
Future50	40	The Flying Biscuit Cafe	Atlanta, Ga.	29	19.5%	21	16.7%	1510	Yes
Future50	2	Clean Juice	Charlotte, N.C.	44	121.9%	105	94.4%	560	Yes
Future50	8	Melt Shop	New York, N.Y.	20	39.6%	19	35.7%	1260	Yes
Future50	5	Pokeworks	Irvine, Calif.	49	77.1%	50	56.3%	1210	Yes
Future50	25	By Chloe	New York, N.Y.	37	25.6%	14	7.7%	2800	No
Future50	9	Creamistry	Yorba Linda,  Calif.	24	36.8%	60	27.7%	465	Yes
Future50	27	Bibibop Asian Grill	Columbus, Ohio	44	24.6%	37	23.3%	1330	No
Future50	21	Bulla Gastrobar	Doral, Fla.	32	28.2%	8	14.3%	4300	No
Future50	31	The Lost Cajun	Frisco, Texas	20	23.0%	26	4.0%	785	Yes
Future50	22	Duck Donuts	Mechanicsburg, Pa.	44	28.0%	90	16.9%	530	Yes
Future50	36	Surcheros	Douglas, Ga.	22	21.3%	20	17.6%	1230	Yes
Future50	49	StoneFire Grill	Agoura Hills, Calif.	31	16.0%	13	8.3%	2550	No
Future50	41	Blue Sushi Sake Grill	Omaha, Neb.	49	19.5%	14	16.7%	3500	No
Future50	39	Condado Tacos	Columbus, Ohio	38	19.9%	15	15.4%	2755	No
Future50	44	Tacos 4 Life	Conway, Ark.	25	18.4%	16	6.7%	1620	Yes
Future50	7	The Simple Greek	Blue Bell, Pa.	24	52.5%	36	33.3%	775	Yes
Future50	12	Dog Haus	Pasadena, Calif.	39	34.5%	50	42.9%	1200	Yes
Future50	50	Gus's World Famous Fried Chicken	Memphis, Tenn.	44	14.4%	28	7.7%	1600	Yes
Future50	15	Original ChopShop	Plano, Texas	21	32.5%	12	20.0%	1930	No
Future50	3	Slapfish	Huntington Beach, Calif.	21	81.0%	21	90.9%	1370	Yes
Future50	48	Super Duper Burgers	San Francisco, Calif.	39	16.9%	16	14.3%	2630	No
Future50	19	Hawkers Asian Street Fare	Orlando, Fla.	22	30.0%	7	40.0%	3800	No
Future50	24	Joe & The Juice	New York, N.Y.	47	25.9%	69	25.5%	760	Yes
Future50	11	Eggs Up Grill	Spartanburg, S.C.	30	35.4%	41	36.7%	860	Yes
Future50	4	Clean Eatz	Wilmington, N.C.	25	79.7%	46	58.6%	685	Yes
Future50	45	Pita Mediterranean Street Food	Fairburn, Ga.	38	17.8%	32	10.3%	1260	Yes
Future50	13	Teriyaki Madness	Denver, Colo.	41	34.1%	63	65.8%	890	Yes
Future50	37	Famous Toastery	Charlotte, N.C.	40	21.2%	27	8.0%	1540	Yes
Future50	38	Culinary Dropout	Scottsdale, Ariz.	20	20.8%	7	16.7%	3120	No
Future50	23	The Little Beet	New York, N.Y.	23	26.5%	12	33.3%	2230	No
Future50	1	Evergreens	Seattle, Wash.	24	130.5%	26	116.7%	1150	No
Future50	30	The Pizza Press	Anaheim, Calif.	27	23.7%	27	22.7%	1130	Yes
Future50	43	Spitz Mediterranean Street Food	Los Angeles, Calif.	28	18.8%	11	10.0%	2700	No
Future50	26	Sugarfire Smokehouse	Olivette, Mo.	39	25.4%	15	15.4%	2820	No
Future50	33	Jeni's Splendid Ice Creams	Columbus, Ohio	42	22.4%	44	22.2%	1050	No
Future50	18	Vitality Bowls	San Ramon, Calif.	37	30.1%	77	24.2%	535	Yes
Future50	34	Boqueria	New York, N.Y.	27	22.0%	7	16.7%	4260	No
Future50	35	Quickway Japanese Hibachi	Fairfax, Va.	22	21.4%	25	19.0%	985	Yes
Future50	29	Dos Toros Taqueria	New York, N.Y.	28	24.0%	22	10.0%	1375	No
Future50	6	Playa Bowls	Belmar,  N.J.	39	62.9%	76	28.8%	580	Yes
Future50	42	The Human Bean	Medford, Ore.	47	19.0%	97	19.8%	535	Yes
Future50	32	Just Salad	New York, N.Y.	42	22.7%	38	26.7%	1240	No
Future50	46	LA Crawfish	McAllen, Texas	48	17.6%	25	13.6%	2050	Yes
Future50	17	Ike's Love & Sandwiches	San Francisco, Calif.	44	30.8%	71	29.1%	700	Yes
Future50	47	&pizza	Washington, D.C.	45	17.1%	35	9.4%	1350	No
Future50	28	Bubbakoo's Burritos	Wall Township, N.J.	28	24.3%	31	14.8%	970	Yes
Future50	10	Joella's Hot Chicken	Louisville, Ky.	29	35.5%	17	30.8%	1930	No
Future50	14	Bluestone Lane	New York, N.Y.	48	33.0%	48	37.1%	1175	No
Independence100	74	Timberline Steaks and Grille	14362103	37	Denver	Colo.	553378
Independence100	70	Hugo's Frog Bar & Fish House	14790123	80	Chicago	Ill.	190616
Independence100	27	Paddlefish	19829500	48	Orlando 	Fla.	417500
Independence100	38	Prime Steakhouse	18248030	173	Las Vegas	Nev.	113600
Independence100	46	Swift & Sons	17637400	119	Chicago	Ill.	195343
Independence100	59	The Rustic Inn	15700000	43	Ft. Lauderdale	Fla.	371000
Independence100	57	Portland City Grill	16111510	83	Portland	Ore.	268062
Independence100	86	Harry & Izzy's Circle Centre	12809921	66	Indianapolis	Ind.	174166
Independence100	28	Taste of Texas	19530159	55	Houston	Texas	375241
Independence100	52	Abe & Louie's	17063477	106	Boston	Mass.	160762
Independence100	40	Original Joe's Westlake	18159612	35	Daly City	Calif.	473492
Independence100	41	Shaw's Crab House	17965500	72	Chicago	Ill.	270000
Independence100	65	Carmine's (Las Vegas)	15067804	45	Las Vegas	Nev.	176221
Independence100	35	Le Diplomate	18490719	38	Washington	D.C.	363609
Independence100	49	Quality Italian	17519000	95	New York	N.Y.	177337
Independence100	26	Gibsons Bar & Steakhouse	19831818	81	Oak Brook	Ill.	276444
Independence100	2	The Boathouse Orlando	35218364	43	Orlando 	Fla.	820819
Independence100	18	Gibsons Italia	22749232	108	Chicago	Ill.	252962
Independence100	83	Siena Tavern	13100000	55	Chicago	Ill.	238182
Independence100	84	Girl & the Goat	12894700	82	Chicago	Ill.	183000
Independence100	93	Virgil's Real Barbecue	12245998	31	New York	N.Y.	251800
Independence100	79	Paradise Cove Beach Cafe	13654113	39	Malibu	Calif.	312050
Independence100	44	Chops Lobster Bar	17816450	106	Atlanta	Ga.	168000
Independence100	36	Gibsons Bar & Steakhouse	18483056	79	Rosemont	Ill.	252419
Independence100	48	Sparks Steak House	17519030	100	New York	N.Y.	198200
Independence100	75	Beauty & Essex (Las Vegas)	14130500	99	Las Vegas	Nev.	150000
Independence100	12	Prime 112	23800000	135	Miami Beach	Fla.	206000
Independence100	4	LAVO Italian Restaurant & Nightclub	26916180	90	New York	N.Y.	198500
Independence100	17	Joe's Seafood, Prime Steak & Stone Crab	22859400	81	Las Vegas	Nev.	286000
Independence100	54	Beauty & Essex (New York City)	16364050	90	New York	N.Y.	187970
Independence100	72	Castaway Burbank	14407413	60	Burbank	Calif.	180320
Independence100	62	The Lobster House	15450000	43	Cape May	N.J.	320000
Independence100	30	Bob Chinn's Crab House	18687601	48	Wheeling	Ill.	625907
Independence100	89	Southern Steak & Oyster	12566618	39	Nashville	Tenn.	337920
Independence100	99	Upland	11965564	52	New York	N.Y.	171825
Independence100	34	Bottega Louie	18521000	36	Los Angeles	Calif.	322562
Independence100	66	Swan	1.5e+07	78	Miami	Fla.	225000
Independence100	21	Bazaar Meat by Jose Andres	22181607	119	Las Vegas	Nev.	190000
Independence100	33	Shooters Waterfront	18601433	57	Ft. Lauderdale	Fla.	409752
Independence100	98	Mi Vida	12032014	38	Washington	D.C.	226226
Independence100	42	Founding Farmers (Washington, D.C.)	17910045	33	Washington	D.C.	648096
Independence100	77	Junior's (Brooklyn)	13908292	23	New York	N.Y.	359000
Independence100	45	Chicago Cut Steakhouse	17743720	95	Chicago	Ill.	211000
Independence100	31	Quality Meats	18678000	115	New York	N.Y.	165148
Independence100	8	Maple & Ash	24837595	99	Chicago	Ill.	210832
Independence100	100	Virgil's Real Barbecue	11391678	27	Las Vegas	Nev.	208276
Independence100	91	Park Avenue Summer (Autumn, Winter, Spring)	12498000	84	New York	N.Y.	164531
Independence100	88	Farmers Fishers Bakers	12572109	37	Washington	D.C.	371025
Independence100	1	Carmine's (Times Square)	39080335	40	New York	N.Y.	469803
Independence100	78	Quartino Ristorante & Wine Bar	13854856	32	Chicago	Ill.	394582
Independence100	58	Zehnder's of Frankenmuth	16063684	17	Frankenmuth	Mich.	959026
Independence100	85	Tavern on Rush	12884000	72	Chicago	Ill.	178944
Independence100	92	Farmers & Distillers	12278839	36	Washington	D.C.	375309
Independence100	76	Carmine's (Atlantic City)	13987843	39	Atlantic City	N.J.	129630
Independence100	96	George's at the Cove	12194000	80	La Jolla	Calif.	250000
Independence100	22	SW Steakhouse	21523650	149	Las Vegas	Nev.	145700
Independence100	15	The Hamilton	23138062	33	Washington	D.C.	700861
Independence100	73	Matt's El Rancho	14381904	29	Austin	Texas	495927
Independence100	19	Komodo	22500000	98	Miami	Fla.	265000
Independence100	82	Founding Farmers (McLean, Va.)	13102742	38	McLean	Va.	390104
Independence100	80	BOA Steakhouse 	13552485	110	West Hollywood	Calif.	123204
Independence100	23	St. Elmo Steak House	21422141	99	Indianapolis	Ind.	192774
Independence100	97	Le Coucou	12187523	95	New York	N.Y.	87070
Independence100	3	Old Ebbitt Grill	29104017	33	Washington	D.C.	892830
Independence100	29	Parc	19379153	35	Philadelphia	Pa.	486219
Independence100	10	Smith & Wollensky	24501000	107	New York	N.Y.	257364
Independence100	87	Scoma's	12713394	65	San Francisco	Calif.	292000
Independence100	94	Carmine's (Washington, D.C.)	12228168	39	Washington	D.C.	148135
Independence100	16	Joe's Seafood, Prime Steak & Stone Crab	22981600	91	Chicago	Ill.	252500
Independence100	55	Grand Central Oyster Bar	16304883	62	New York	N.Y.	296000
Independence100	71	Cliff House	14465847	40	San Francisco	Calif.	199901
Independence100	14	Junior's (Times Square)	23640652	23	New York	N.Y.	914500
Independence100	95	Franciscan Crab Restaurant	12218147	59	San Francisco	Calif.	240000
Independence100	90	Big Texan Steak Ranch	12505200	24	Amarillo	Texas	478000
Independence100	24	RPM Steak	20853300	102	Chicago	Ill.	202900
Independence100	5	Bryant Park Grill & Cafe	26900000	62	New York	N.Y.	403000
Independence100	32	Del Posto	18625033	194	New York	N.Y.	95000
Independence100	68	Atlanta Fish Market	14972300	57	Atlanta	Ga.	274000
Independence100	61	Keens Steakhouse	15629700	97	New York	N.Y.	168301
Independence100	67	15th Street Fisheries	14978103	69	Fort Lauderdale	Fla. 	356000
Independence100	64	Prime & Provisions	15100000	130	Chicago	Ill.	116154
Independence100	81	Original Joe's	13177468	45	San Francisco	Calif.	267533
Independence100	25	Mon Ami Gabi	20120210	76	Las Vegas	Nev.	319200
Independence100	53	Rusty Pelican	16981741	98	Miami	Fla.	182000
Independence100	56	Delmonico Steakhouse	16154000	103	Las Vegas	Nev.	133000
Independence100	9	Balthazar	24547800	87	New York	N.Y.	519000
Independence100	69	Acme Feed & Seed	14897125	22	Nashville	Tenn.	527130
Independence100	13	Joe's Seafood, Prime Steak & Stone Crab	23660000	86	Washington	D.C.	277850
Independence100	20	Buddakan	22395577	67	New York	N.Y.	221059
Independence100	11	Angus Barn	24268160	75	Raleigh	N.C.	315000
Independence100	47	Harris Ranch Inn & Restaurant	17599468	29	Coalinga	Calif.	611928
Independence100	43	Junior's (49th Street)	17834390	22	New York	N.Y.	798000
Independence100	51	Tavern on the Green	17212800	76	New York	N.Y.	250000
Independence100	37	Lavo Italian Restaurant & Lounge	18386262	97	Las Vegas	Nev.	115500
Independence100	63	China Live	15106280	54	San Francisco	Calif.	3e+05
Independence100	60	Harry Caray's Italian Steakhouse	15680000	59	Chicago	Ill.	287900
Independence100	39	Makoto	18216906	54	Bal Harbour	Fla.	256830
Independence100	50	Frankenmuth Bavarian Inn	17388751	19	Frankenmuth	Mich.	899284
Independence100	6	Gibsons Bar & Steakhouse	25409952	80	Chicago	Ill.	348567
Independence100	7	Top of the World at the STRAT 	25233543	103	Las Vegas	Nev.	246054
